sentiment,text
POSITIVE,"I had dinner here on my final evening in Las Vegas and could not have chosen a better location. The food and service were absolutely fabulous, the grilled pepper appetizer"
NEGATIVE,We went to Max  last night to watch the Ravens playoff game.  They had a $5 cover charge due to a UFC fight.  Not interested and thanks
POSITIVE,Let me preface this by saying I'm a vegetarian who loves Mexican food. It's pretty difficult to find a good vegetarian dish that isn't just full of cheese at an
POSITIVE,I want to leave the a one star rating...  It took them almost two hours to deliver us food the other day.  BUT the food was so good
NEGATIVE,"1 star for trying to sell there,  I love shopping here and I used to sell there now I'm going to stop trying I never had an issue before"
NEGATIVE,"We went to this restaurant for Valentine's dinner with a group of friends.  First of all, the line to get in/check into the restaurant was huge and it was"
POSITIVE,Great breakfast sandwiches. Hot & fresh sandwich. Their bread is amazing!!! This was my first trip here and I'll be back for lunch later today.
POSITIVE,"I couldn't believe my eyes when I was heading into 7th Street Market, is that a tamale food stand? Put the breaks on!  I bought all three flavors Wrapper's"
POSITIVE,"I'll preface this by saying I'm definitely not from the East Coast. I find the owner's Boston ""swagger"" and accent cloying. It gets old speaking to people from Boston who"
POSITIVE,"Basil is tantalizing for the taste buds! The coconut chicken soup is smooth and spicy, one of the best I've had in a long time."
NEGATIVE,"First (and last) time there was on Thursday, June 11, 2015. I was treated to lunch by a client who suggested the place because it had just newly reopened under"
NEGATIVE,I ordered 500 jumbo postcards to be printed and mailed by Overnight Prints using their mail service.  The cards were to be personally addressed to the potential customer.
NEGATIVE,"Avoid these shysters at ALL COSTS. My car had a burnt up clutch one day after the 15 day warranty, putting my life in danger. This bunch of crooks said,"
POSITIVE,Great place and friendly staff. Can't wait to see the store full of animals. Nice to see different animals and a variety of ATB. Will purchase from them again
POSITIVE,Wait staff very friendly ... Quick to keep your drink refilled.  I love the la vida loca omelette
POSITIVE,Joe's really cares about their customers and their input.  I did receive an email shortly after my review and apologoized for my bad experience.  I will definitely be
NEGATIVE,Can't comment on the breakfast but for dinner/drinks at 830 p....- it's very loud- the tables are sticky- there is no English menu (although that's not uncommon)- the dinner sandwhiches
NEGATIVE,Horrible!!! Don't stay here!!!! I have stayed in a much better motel 6. The only good thing is the pizza place in lobby that serves pizza until 3am. It's about
NEGATIVE,"Stopped by around 1 in the afternoon and was the only customer there. Service was excellent, but, to be blunt, the food kind of explained why I was the only"
NEGATIVE,Went yesterday for After Graduation dinner. Our party of 6 sat down around 8pm feeling pretty hungry. Needless to say we reserved many months in advance. We had one waiter
NEGATIVE,"The place is beatiful and well decorated. However, food is not tasty and is not a real Arabic kind of food"
POSITIVE,"I'm a self serve soft serve snob and I will go out of my way to go to Yogurtology.  Yogurt quality and flavor is top notch.  Creamy, not"
POSITIVE,"Perfect lunch spot! Most everything is under $10. Awesome selection of salads, wraps, sandwiches (breakfast and lunch) and  tea/coffee.I ordered the chicken curry wrap and it was great!This is"
POSITIVE,"We purchase quite a bit here when we juice...we can load up on juicing stuff for CHEAP....the produce is really good...yummy...yes it is sort of small, but we drive 25"
POSITIVE,"I am completely in love with my new hair cut and color! While looking for a hairstylist I found Deana on Instagram and I was impressed by her work, I"
NEGATIVE,"You would think after changing the management, tings would be better, but it' jus as Terrible as it was before. My neighbor asked for things to be renovated in her"
POSITIVE,"abolutely love this place. the owners are the guys serving you so you know your going to get something great. only complaint is the shumai isnt really traditional, more of"
NEGATIVE,Very disappointed in my Cobb salad.  By the time I got home 15 minutes after purchase the avocado was BLACK and when I did find tomatoes they were rancid.
POSITIVE,I enjoy supporting this local business. The owner and staff are very friendly. Try the biscuits and gravy or the pastrami sandwich!
NEGATIVE,"Old and dry fish and shrimp, the quality of the roll was very poor, amateur. Horrible, the chef was unhappy to be behind the counter. The waitress was horribly rude"
NEGATIVE,"Sad food. Sad place. This buffet is huge but there isn't a lot of food choices just a lot of seating. The line takes forever, short staffed. We ate there"
NEGATIVE,Ya.  Canned corporate response.  Way to go Mandalay!  Way to address my statements with a non-statement.  I won't be back.  But thanks for the heartfelt
POSITIVE,The sushi was fresh and fast service! Great place for lunch or dinner! Very good atmosphere and located in a good part of town! Good for groups!
POSITIVE,I think I may have discovered pizza nirvana. I am a firm believer that a restaurant should pick something- and do it well. Il Bosco embodies this philosophy completely. The
NEGATIVE,Horrible! My sister ordered an $80 arrangement and chocolate covered strawberries for my birthday last Thursday. Scheduled for delivery on May 7th. They called me late afternoon while I was
POSITIVE,Two words...............Shrimp BurritoI usually get the squirts from fast mexian food but this place is fine.
POSITIVE,I decided to get the groupon for Polished after Michelle W's review. That and the fact that it was $15 for a mani and pedi. Michelle's review was great and
POSITIVE,My Saturday at the tire store with a trashed tire. Will start them out with 5 stars I will see what they end with.
NEGATIVE,The food is just ok nothing special. I had the fish and chips I would rather them be battered and not Panko crusted. The service is just ok too. I
NEGATIVE,This theater was recently upgraded with 'luxury' seating and more restaurant-like food options.  Along with this came higher ticket prices and long wait times to get tickets because seats
NEGATIVE,I just didn't see all the glitz it was hyped up to be. I mean it wasn't a horrible experence but I have come across much better ways to spend
POSITIVE,"Chris Angel ended up being one of the only shows we could afford last night on the strip, so off we went! Not knowing much about Chris to begin with,"
NEGATIVE,Couldn't cook a burger right if it killed them. Ordered med rare came out well done. Next one come out raw. Run by a bunch of unprofessional kids. Don't waste
POSITIVE,My wife and I came here for the first time tonight. Had the classic combo pizza and Asian wings. Both of them were delicious! The service was fantastic and the
NEGATIVE,"RUN AWAY!  Went for brunch mid morning on a Friday, seated in the corner of a back room (sure to be ignored).  After browsing their 10 page, grimey-ass,"
NEGATIVE,I will NEVER go there for Thursday Happy Hour again.  This used to be one of my favorite spots to meet up with friends.  From the staff that
